iterationNumber,portNumber1,message1,portNumber2,message2,ledcontroller
1174,2817,4CcGM,1970,TJh6w,0
1175,8532,xoskX,9891,SqJHB,1
1176,7088,1g2czm,2417,kkOKds,0
1177,8519,EW5azPLq,1741,X2SsMED2,0
1178,6371,0tfSJ,8243,pp945,0
1179,8926,d4i7axw,5214,BPniE1Q,0
1180,7194,U0MXbyfw,6040,B6yOC5xE,0
1181,2321,dWUq,7757,XbdH,1
1182,8185,RT8UQI,9461,nVzYJ1,1
1183,9878,GbSNe1g,5578,6oMX32u,1
1184,4834,SzMr,5342,BBag,0
1185,1410,XBOs,1914,LLZh,0
1186,1601,Q0n4Q7ug,9100,yWX62OnT,0
1187,2728,BO99WaO,7900,gFf8VQa,0
1188,5166,SmJKof,4859,DAqOGh,0
1189,4296,vNFL,3248,AhcI,1
1190,4786,BhYoHtWO,4386,tR5UowhX,1
1191,6743,OC588x,8483,OTP6BV,0
1192,9845,UUnYz2h,7797,czEgdCn,1
1193,4807,fSznGWVY,5368,yyOELTrp,1
1194,9167,0a4R7bX,5685,jT84vmj,0
1195,8656,yOZXct,6043,hTdYAD,1
1196,4005,SbTzWT,5612,l56DkM,0
1197,3297,UK4cG,5629,ByQMs,1
1198,3598,ddRY,6676,3GUm,1
1199,7957,Fi0gtpT,2706,ip9lCG2,1
1200,6501,Krc0tmf,7883,0WdgZJR,1
1201,8152,6k4kHvw,8971,cEBl4zj,0
1202,2218,0NDzNYpA,5224,LVoSt3GM,1
1203,1169,daAGW,3833,JWVwl,0
1204,9019,TRMZcQ38,3994,5RE162SW,1
1205,6080,xZinw2sw,5776,kOSaVDAk,0
1206,5602,8DCci,2086,S77ux,1
1207,8461,0KkYkbs,7689,mvFDaLl,1
1208,8339,GqFy3N,6082,6b870M,1
1209,5138,4hqCS,2997,MUVM0,1
1210,6517,re1MTByo,6324,EOGxGEjR,1
1211,2986,JgXS,1320,EIOU,0
1212,2305,9l3L6H,7429,v5fQRP,0
1213,9839,Pdmx,1416,lMrP,1
1214,2363,W0HreR,8599,twdn0t,0
1215,6697,MOBn,9538,AZBi,0
1216,8856,Tp4Ii,5969,jemvs,1
1217,4644,iNpZGX3,5168,Hbj91mJ,0
1218,4739,r35ICmuu,4230,G0kgy68i,0
1219,8157,W7vG,2100,UUlF,1
1220,9079,XVdbl,9668,69hqy,1
1221,7319,73T9,4468,qvsr,1
1222,1878,tgiL8n,9684,vxymGz,1
1223,8649,0Xwa,5562,RXug,1
1224,9522,b77U,3864,wK39,0
1225,4081,p4n9,9513,yr2t,0
1226,3136,yJ7t,2850,gjSW,1
1227,9750,9QyOnjnl,8842,0Qye47Qj,1
1228,5527,jOIj3c,6286,vaeN8w,1
1229,7026,EHt2nTQ,8610,P3faxas,1
1230,2390,oEn176,6093,uUgFgl,0
1231,5658,iwvCUR,8273,CZT2uI,0
1232,7970,P88Xuz38,3955,unwQr2Sg,0
1233,9120,9Elqvtb,4391,siYahgg,0
1234,2109,puAc,1034,Odlx,0
1235,5109,H1vWCVAs,5796,ULSNu5p0,0
1236,8777,Xwyo,5884,DLFi,1
1237,3684,jC9HmB1Y,8084,bRX9Z8yd,1
1238,9396,bgjCGYp1,8711,I4aGu8hd,0
1239,5896,Fnp9,7308,LgEp,1
1240,1819,Bssvkt,7426,yCyhIo,1
1241,6865,VPJowMUU,6772,i4KaUi23,0
1242,1376,3tNLyK,2229,h24xSK,0
1243,3293,bBI8x7p,6306,s2aEjkY,1
1244,2735,KJwIUK,9447,DmPp2L,0
1245,5313,zDEE9sA,2725,Zfcin6T,0
1246,8454,R7CDnM,2716,VjkATp,1
1247,8056,JdVSn,3838,4N0qE,1
1248,4474,IweRpi,6548,Xe1iXM,0
1249,5380,5Kfpt8s,9933,klon6Pu,1
1250,9092,l4Wep7xX,2253,W2SEGT7T,1
1251,6474,cfEZwXW,8836,wOiZ1uM,1
1252,5699,rVe1i,1503,Ubqy1,0
1253,9877,H3sAl,8063,preyn,0
1254,5249,tBDpu,8722,pZ3YT,1
1255,9855,amTMGQSg,9070,s3lFO6EC,1
1256,3716,HLCT,3243,XS1m,0
1257,8885,LJPozM,1468,VyV2iR,0
1258,3889,dgGrn,1884,YzbOn,1
1259,4503,D3g3VOD,5902,vnRASKj,1
1260,8552,CAu2k,5841,ts1qM,1
1261,6589,UmZOPM86,4086,KcsSqczh,0
1262,7128,qwsT,7179,U2ge,1
1263,3378,g12t2sy,8009,fwCoHv1,0
1264,1146,nrZyM,6687,8jdfv,0
1265,9126,E4f8,3604,JZWp,0
1266,2148,nWU9m,1438,peYZF,0
1267,4667,pxVk79TQ,3438,ZJNuuDe7,0
1268,7983,77gt4kMr,3637,ePQrQyCF,1
1269,4190,e6MRLQ,7496,8fpOUh,0
1270,5633,B6Re4,1699,2pVOj,1
1271,2398,kQ2iH,3256,5HGhB,1
1272,3796,GBtvjBzq,1848,ZAq6nqaR,1
1273,3233,2FY8v,7311,NaJ4r,1
1274,2995,0uOJZ,9040,Lf5OG,0
1275,3594,YHN3bMRQ,7202,WhR76Usg,0
1276,6182,QRturC0,5574,tLQ7bg4,1
1277,7097,Atpp0SC,6737,aw1VrJM,0
1278,4570,rNMXjwd,7303,8CvzGoI,0
1279,5310,10Uzcjk1,6256,1r5PNGno,1
1280,5502,tknSrcvf,8650,DH2xEUdG,1
1281,9001,n9Hyr,4956,FL1wp,1
1282,8744,8PbPn,7063,dHd2f,1
1283,9197,BJoqmRez,7282,zAlzmaNV,1
1284,6420,REVIyWW,6181,9eiDunL,1
1285,6756,2dvY2zQi,3187,Ll8QOypT,0
1286,4215,8awtSbpO,1964,qRuA9hQF,0
1287,1632,2nKA,7545,1k8F,1
1288,3584,qoPAVTHV,6996,vwJuy0cX,0
1289,5807,ObZsP3c,8734,etamrNW,1
1290,1728,UcXB,6432,LiYv,1
1291,3655,MtQX2,1776,0zmdB,1
1292,8122,PlFu0pOZ,8688,cSuWRA4d,1
1293,8227,XUzngWjG,4314,jE7P45oJ,1
1294,5046,S9gxDE,2928,HIMZf3,1
1295,7191,v470J,2754,AHIuZ,1
1296,4453,4lRo3lS,6510,9E7yAAy,1
1297,4504,9Gr5,1361,lqJh,0
1298,6190,he2ZfeXW,9608,VC0aFZw2,0
1299,3625,SoC4s6Nl,8041,jmZeCVne,1
1300,6850,0AnuSyiG,2365,WyPKoRNs,0
1301,5976,1I5Ij,9818,i6Kov,0
1302,8446,NMsV7z,1316,TKqLc0,0
1303,2908,ykFf,6557,QAiV,1
1304,3402,rYjx,3011,F3oG,1
1305,4938,Q0XKI,7899,qo03K,0
1306,4884,OJvrr,4367,vcFSM,1
1307,1194,SSub19,9763,BaUOGR,0
1308,4325,f62q8K1,7444,BJPYC93,1
1309,4700,nXwC9hzL,7410,nrXgPMks,0
1310,6369,FJpAXD,9881,kMpXOY,0
1311,5333,OhqCg,9481,5oATS,1
1312,7536,zozsIik,4405,aYTwbv6,1
1313,6072,lKUMCz,6409,UHKlzN,1
1314,8826,H3Skhu,6970,cPXzzR,0
1315,1144,oO62mJ,5345,Uds0uY,0
1316,4758,5QJctVe,8433,31v2jT9,1
1317,7925,G11EkgPG,7329,2nBNk3B8,1
1318,8593,CKKs,3709,wSQb,0
1319,6039,3TDBCTX,1928,iH3zzYl,1
1320,8135,G7la,2784,c78C,1
1321,1525,B6dU,1526,jwTy,1
1322,2543,XgxF2,9992,Wn2zh,0
1323,9264,uEO5LN51,2873,rhhFSUsN,0
1324,5638,MClaz6b,1900,zx6krf5,0
1325,4013,0JoI,7733,cPGo,1
1326,5271,pUIm,8334,rpxb,0
1327,9438,G0Beqf,4071,mlRbi6,1
1328,5365,rMAzpxz,5392,Cl8hBN2,0
1329,9805,wwqvLB,6972,EeXDpu,1
1330,5695,UGM4nB,2959,9AwspK,1
1331,2802,TJQ5,2838,nb39,1
1332,5764,IGlsg,1295,RXLcS,0
1333,4558,KxtyICW,1375,0f9dWKo,1
1334,9749,aUwpyGL,4970,tli8Sjm,1
1335,6699,nm8BKyU,8415,t2FMlN4,1
1336,8512,XMCD,4881,HGIa,1
1337,8100,A4FCPD3,1106,Qac77jp,0
1338,8993,GcKC,8548,wkz9,0
1339,4553,zk6frLrW,4432,TtGpt1fV,1
1340,3093,C0LNu3,3734,qxI2Tt,0
1341,6888,KdAp,5322,TdRj,0
1342,2048,LZiD9,8005,Vo13s,1
1343,4953,s83CYwg,9497,49IVU52,1
1344,9761,hrZWh,5448,GmA2d,1
1345,8670,czSUFyC,1231,JH7RLj1,0
1346,1413,zbANwkcZ,2558,DSkremOM,1
1347,9328,izeTf,7654,vLTOG,1
1348,2029,N69w,2204,tZai,0
1349,3055,GHCIX,4489,qOKNi,1
1350,7488,O5iXU4,3942,K4s5fY,0
1351,7930,0iPAv,2076,ad2zd,0
1352,3843,3FXHVvW,2694,gcVA73H,1
1353,3571,SKxzlP,1266,OVBBrz,1
1354,9994,cKCzu,4550,PoloD,0
1355,7884,FcAJiE,7381,f7orul,0
1356,4220,0bRuRVS,7642,ZSjwEIZ,1
1357,7340,V0GO,6910,ecBv,0
1358,1294,LaRKiMhk,8846,CQ3HXGbw,1
1359,5484,JqF2daA,1229,9TLzZhU,0
1360,2212,Vt0lc,9259,L21w3,1
1361,6945,wpiJAw,8303,L8lk7N,1
1362,9743,e3Y3bB,2626,IQ2bt5,1
1363,4195,wKOLlm,3704,3oHl3Y,0
1364,3195,9fHC,7260,pLoR,1
1365,2627,dcQbeBG,8267,8wAbCPj,1
1366,8803,qfI2D,2058,ckooj,0
1367,3082,suaC,6069,VIrO,1
1368,4961,yJhQdhG,1681,2IBYS0o,0
1369,4170,Qwnf,5489,Yy0W,0
1370,5029,iRC4dac,7461,r1McXuB,0
1371,5319,Xg3y4,3564,4aq2z,1
1372,3881,tHt8,6678,DtW0,1
1373,2792,eWnQf,4993,I5yzz,1
1374,9691,5oWN,5027,dOUV,0
1375,9391,8pJA10,8931,TONnyj,1
1376,1873,0WbbN9A,4600,C3DDg6Y,0
1377,1821,jf3a,8550,lMNh,1
1378,5434,LCJG,5155,6KAQ,0
1379,7145,H47p7,2958,nyS2j,1
1380,1912,4DFKJvo,2281,tcOnuN2,0
1381,2047,gxxk7ryv,3056,ZWYfA1Yb,1
1382,2689,W6ax,2805,5PLK,1
1383,4653,ohfFBn,5735,nReXfR,1
1384,6199,XfPQMCd,9984,PnvLIDP,1
1385,5367,45f4,3959,hWnU,0
1386,5509,MVWCOSU,2014,Fcojr40,1
1387,4835,qveMqsF6,8508,3h4AyB1I,0
1388,6223,prliGGB,9582,IUXrASo,0
1389,1719,rrqcT,4548,fQKfK,1
1390,9646,W1Ois,7249,Oi6iO,0
1391,8549,C2JQeD,2164,rfSzuV,1
1392,2923,zZnoveFC,9532,95gBpuuH,1
1393,4765,iR8AY,6322,2htbr,0
1394,8223,Oqio3JL,9267,vJejjNb,1
1395,5032,nz17a,3956,WoEbM,0
1396,1113,rO8Z4c,1342,eQObtI,1
1397,7162,0m87TSg,9036,uyVZohv,0
1398,3324,TkneCLqf,5697,Zb3oScx7,0
1399,9168,Yx6bjIQ,5201,p3pFj5t,1
1400,4250,TFlo,3811,hPvf,0
1401,7436,I7pw,5347,dq3b,1
1402,5963,GBmBU,6504,DEuD5,0
1403,1234,m2PQzebz,1908,S195fG4o,0
1404,7055,hFBZkKP6,5422,mias5BVe,0
1405,8506,4Ypj,2848,lbQi,1
1406,1254,3uNF,8491,IEyv,0
1407,9873,XCUu,5701,ReBg,1
1408,7230,HbJx6XO,3713,h8lIwqB,0
1409,4977,0g9GvhD,9133,a00FmK0,1
1410,1827,g2CWO,4639,AsYbO,0
1411,2381,KJ9uJJm9,1496,ocfjPmCI,0
1412,9187,scTMBgg,1549,XKCTtmp,0
1413,6497,SIgC2GhK,6206,efFe08ib,0
1414,8793,dMAtWw,7349,h9QnNY,0
1415,6971,UXzyLbiW,5519,7gedmNxt,1
1416,2985,Gr3DXBuo,8672,1B1cQF7o,1
1417,3526,AsOFe5ZZ,8299,8y12Ka01,1
1418,1223,hjfE1j,1756,9nikk3,0
1419,5169,Rf3tg9Ge,2183,Gyu271jU,1
1420,8622,BDdjf8,8322,CRBiEu,1
1421,5918,XysWmHG,5692,WG0WowY,0
1422,2897,L5jLu,6848,CWciV,1
1423,2303,AnICDVjl,5689,8zA0CaBb,1
1424,3454,OEcM,3908,dvs2,0
1425,9781,sxnBKFwT,2592,XdE8cBYR,0
1426,8302,swXy9Z,7844,tbP3mT,1
1427,1940,Jg0wd,8992,yzgjl,0
1428,5002,5bG60FD,5316,3wUBimY,0
1429,2444,Hgo0H,7294,PcH6b,0
1430,5153,oIiu,7458,accF,1
1431,7533,YHug,2494,uahS,0
1432,5665,lHLDyBy,3612,6WQwwhG,1
1433,4962,dJIOFKp,9380,H9d36MH,1
1434,2992,zllz7R7,1953,LRbMyaD,0
1435,8457,5oIATO,2256,QLzS7c,0
1436,6233,kBYdv,5593,yUpXF,1
1437,8340,lEJUGCnF,2124,lvsSWrkJ,1
1438,5341,VoJJYj,4411,l3J56X,0
1439,5651,PlItXrk,1855,0zHYKeJ,0
1440,1245,CpTy2c,4093,kq8LVC,0
1441,1149,5TsrzmW,2487,UHqus3I,1
1442,2851,sT5cL9,9588,nBc3NH,1
1443,1895,2j6ls8ji,1384,PmtAbINc,0
1444,2537,hI4Kd9yA,7423,aQN6OgxX,0
1445,4470,rGhj,4794,L65Z,0
1446,7460,zlJ9,5572,EBvx,1
1447,9815,XkmDPn,3372,aWLWve,1
1448,3804,pjSS,7406,fbdV,1
1449,6120,iIx06h,9990,tOssfO,0
1450,6176,iR6tb,3341,cNgYU,0
1451,4836,3jej5GaH,7815,fZp6ZUWk,0
1452,3809,xdsTlTHc,9451,Qsh2N5on,1
1453,4682,SpkAr,4861,bgyh9,1
1454,8119,us84jwRp,5691,gq2jXAGp,0
1455,2397,EQ1bIfi,7259,4mM2EYf,1
1456,5025,D0T3J8U,6425,pYcTN97,1
1457,7511,MBfo6oS,1708,HuxB5CL,0
1458,8142,XRWLg,4311,N6AL4,1
1459,3389,HSdYF,2141,boMQo,0
1460,3743,l7Jy9,6334,Yzm7A,0
1461,5845,0OEO,4372,zG38,1
1462,1171,O7cWI,7142,QLqPX,1
1463,9033,BeAZ,3076,Wh1e,0
1464,1408,il8069aG,7710,VsLmjEE6,1
1465,3887,P2wv7o,5601,c0w54B,1
1466,9117,CpX0zz,4418,9GbQ1V,0
1467,2934,ovFTWJ41,8264,Me7O45ag,1
1468,2189,haF4XV,7902,rpjdjP,0
1469,2807,jF7Vl,7377,Y5Qqc,1
1470,7946,Z8JOfh,7302,c7BJ4e,0
1471,7472,1yIT,3229,F75a,1
1472,3192,1xYBH,1501,tCnYY,0
1473,1810,cqrwX,6640,ffsip,0
1474,2091,u7MpM,5751,GZ4bU,1
1475,9640,2tbEgV,9222,7gMTCR,0
1476,6885,OUjEH,9802,eSCl6,1
1477,2905,GzEU4V6,2315,mTWa7Po,0
1478,3950,BUZvPu,5672,qfL0Ur,0
1479,2578,6ht4v,3672,gCIxf,1
1480,1057,UZ6hy3,9336,W34env,0
1481,2637,YNIQp8vI,1735,GGPaFM1z,1
1482,6331,HFKQ6B,1076,yYOonW,1
1483,9683,OZM5uPp,9130,yf4JIBL,1
1484,5743,RJHOpjA,7233,ucLhCdi,1
1485,4154,E5laSX,8613,IImNcj,1
1486,8204,CzThAul,8829,Oj9qhJm,1
1487,5742,7y1TPoy,4204,GoZXl4u,0
1488,3685,EfxOO,4010,ru7QU,0
1489,9498,mMA5Fx,4658,byFAD0,0
1490,7261,Caolk,7760,z5YLb,0
1491,4375,1L84,5773,DsQm,0
1492,5307,R0H8F3B,4030,pSJIO7Q,0
1493,7871,eXqV,8253,CzXu,1
1494,7222,GFB5zYwV,1984,J5RAmnRG,0
1495,9350,MyTyDP,3226,0ZwXk7,0
1496,4809,ymrC,2778,DfJ8,1
1497,2430,cmT3QM,9979,Pp4qsU,0
1498,7736,I5ro5,8681,cnQhN,0
1499,2746,oohrvQmn,4627,zFp34894,0
1500,5944,PVu0D,6752,OjTKl,0
1501,2699,BBMvQI8v,9030,gRMNLhGP,1
1502,9228,Pm1v,8217,HnQp,0
1503,2226,6UT3ROkE,7811,sTTijrnT,1
1504,3214,SkWH83M,8374,XB2Vj7j,0
1505,8368,3GDBg,3837,opHoA,0
1506,5524,171drV,9580,uFBt6F,0
1507,6315,t4fc0,5267,Qd4ti,0
1508,4753,l2CwJXk,2407,xdaXtpA,1
1509,1857,E0bocn,5717,MTalKK,1
1510,4434,n4F7,2268,9cYx,1
1511,1653,Qn3vUhz9,6757,Its4ZEgW,0
1512,9395,vbTYE,3019,bzl1R,0
1513,8799,oErui,4695,DiGyV,1
1514,9844,QB3h9L,3552,K7qzgM,1
1515,9195,sUZAitq2,8881,SrsCjB2i,0
1516,2077,XOI0,1436,cav4,1
1517,3871,b1lon71,1160,vG5tEFs,1
1518,3500,WTZ9t8o,3813,N2iGEba,1
1519,8937,ZkjOp1Eq,6272,DTCsBTnu,1
1520,8399,BsJi,4420,KAie,1
1521,4947,eI2MbE,1255,Qn6vvn,1
1522,9135,nr4aKG,9614,TX5cPL,1
1523,5560,ZehwAOJ,6948,Zewm8LQ,1
1524,1238,xLa22P,5978,03dSgD,1
1525,1543,eTT3ZBI,4472,V7o3rAt,1
1526,9828,zvQg4,2316,7UahU,1
1527,5682,DvOkuK,6124,R52ZxR,0
1528,4461,RNrhKT,6959,asaxZd,0
1529,4987,7C3Pn5,1858,GSgbKn,0
1530,1999,Rw9j6,4922,XjNwC,1
1531,5754,r74hB9,3939,4TSpUS,0
1532,5477,WO6ZB,1812,viFWh,1
1533,5407,pObB,7103,y1kd,0
1534,9173,4OBu2mpN,3468,oojHLwtK,1
1535,5830,rPRhbis,2081,UAePr00,1
1536,2691,6CwK91Df,8905,EriMuDvp,0
1537,5606,qfSn,8066,B0kL,0
1538,1458,WUdhO,3332,VRz1S,1
1539,8449,xxlirC7,2260,WvLjGI6,1
1540,8874,TyGWd,3421,TF4Se,0
1541,4406,RPVbODH,6404,QsejxfY,0
1542,3681,8c5gb,2970,tGMUi,0
1543,2177,1TwtEp6I,5684,yukIUB09,1
1544,4111,A1u6tSfK,1065,uuntXI5l,1
1545,1434,N1TIJDN,9760,WE7KZlH,1
1546,1028,MtUny,4824,oClm7,1
1547,4292,LpCcSP,8188,4yS2m6,1
1548,6131,ZUNWR,9057,NRfMJ,1
1549,5820,Xq3CG,3556,ER6la,1
1550,4766,Fn8ZDC,5663,ARFQHn,0
1551,1676,M1HFR,1572,FMFgP,1
1552,5043,GeRblj,5768,9AbVq9,1
1553,9613,aljZB,4300,70FuA,1
1554,5492,WUcuAG,7125,HyLFvW,0
1555,7195,dnouhc,1063,cvFiSL,1
1556,5057,euxIa5Cp,6796,FAsFmux0,0
1557,9393,AFJ2UR,6584,I4URj4,0
1558,2039,XqLM4,5083,J3R54,0
1559,9714,hUhqLa,4991,ntKXlR,1
1560,4587,BSr0ebdO,9890,MgrHHsUT,1
1561,6399,w6qPjE,2057,CMQce2,0
1562,2843,MVpUJ,1188,5VTrp,1
1563,2981,Kyhcz,7495,n4cu8,1
1564,8749,aQwDCMM,4228,xbgGXuN,1
1565,3411,9KJ6T,6254,NTvbE,0
1566,6991,EC5v,8736,7TIt,0
1567,7798,KqiFPtZE,2275,ZQ3fkmVn,1
1568,3750,ENlIpy,1823,CMZr9p,0
1569,4148,mxgp,6106,4DOG,0
1570,9773,XXcBP,2414,MWSCT,1
1571,7093,TjiJla,8675,pLSYzY,0
1572,5023,EnRJB,4127,zB3zR,0
1573,9320,akPOgpg6,6826,hURGTbK1,1
1574,7029,bE8fUM9t,4940,ae2g9dCw,0
1575,2319,1X5AZnGv,6351,OAFZMIaC,0
1576,5725,IKZk,9898,2h8T,1
1577,9837,txza8,7814,Yl0dJ,1
1578,4139,p4vnU,6960,I3vxq,1
1579,9524,1j7e,7343,EktO,0
1580,7388,97KVWk,2050,mRbizv,1
1581,7393,CnBmRDd,7301,c6Oqsj6,0
1582,7043,HUe07WY,6066,NBIMPNo,1
1583,4426,mGEFqI,9456,tBCV6M,1
1584,5239,I1Q7mX,8343,EvsSZe,1
1585,1628,cTGTLIL,7182,IS0LZ6k,0
1586,2008,YG0X,9429,HnSd,0
1587,6209,F0ADM,9793,y3aGR,0
1588,5185,zmUodw,4281,lvlPyK,0
1589,1347,YL8tLb,8067,S807ZD,0
1590,9692,j3rUBWDO,5869,RK9xkt9U,1
1591,7101,YY2Ve,3570,GnWYA,0
1592,2910,9oujkD,3782,XOxpAr,1
1593,6481,Vi4auLgn,8892,cPCD2GYO,1
1594,9376,gnFnLa,2980,2PNIJk,1
1595,5813,yl5Whpdk,8226,sDIZvc8n,0
1596,3829,Q1HwlU,4301,I7VDJN,1
1597,4045,Fw6qZm,9537,FfV9UQ,0
1598,7479,ThbUCA,1285,AFk8kk,1
1599,8281,EFQPlp,4443,bwWNu9,1
1600,3362,MV6TeE,3247,sUC5Tg,1
1601,9249,ScWKvBmJ,7971,hGA9BPZD,1
1602,7223,o8Ub9kMu,6828,BnBXixKb,1
1603,5828,zlN96f1,2651,J5L7FtV,0
1604,9424,mgHYBgy,6280,fnm6WbN,0
1605,2713,zvsmxQ,2150,dPOFMa,0
1606,7424,FtddmidO,3816,eAZ3GPUl,0
1607,3371,kfT7mO0g,9832,aGuQwPtb,1
1608,4511,9rBMSPS,1524,JOjeg8k,0
1609,8585,GdKE,9725,gxqN,0
1610,3748,IejZDRun,2882,JHeryFOP,0
1611,8391,Nxi7vZ2m,6008,PVPResQ8,1
1612,3607,fDXvK6Jj,2208,2Z7awkzK,0
1613,5623,JuY13Vf,5647,mmxxSAq,0
1614,5390,ExHHy,7507,5l3b4,0
1615,3033,DAUmAP0,2693,19U7xOg,0
1616,5599,qRdcyN4,1627,H7IwnEe,0
1617,6812,1LlRv,7834,yVEdd,0
1618,3852,6shh,1660,HT2o,1
1619,7770,qzvuZQG,8137,Xn6YXM9,0
1620,4022,tnpjIYB,5008,v5e0HCu,1
1621,8150,0mCcWW,6090,4IbWDs,0
1622,2235,jtOJXO,1592,sDAIu4,0
1623,1977,dKV2O2a,1661,FGbDoGZ,0
1624,8022,DPjusi,1642,2OQQFe,0
1625,2833,E4pG2sj,8346,WmSi20Q,0
1626,4253,RcarcdoY,3114,YpsulTFd,1
1627,9148,49QA8,8979,RaBK8,0
1628,7353,IdryzxVw,8872,poMpw1Vu,0
1629,7477,W44RM,2885,ZBLLU,0
1630,7031,Q6F6,1692,GyNX,1
1631,7969,49rjOQoZ,6790,cPczbEqS,1
1632,8070,2CJdQ,6078,0tB0v,0
1633,7433,rnBXhlS,3662,zETxKzJ,0
1634,9958,DYeQvQ,6881,jTlXgd,0
1635,6744,uCx5G,2209,tVrll,0
1636,2528,gbUlEeRJ,7007,RK9JXJ8f,1
1637,3714,19XpJra,2460,rIQYrNh,1
1638,9561,ZmUI,6029,S53y,1
1639,6657,gvy5E9,2715,k5C7sL,0
1640,9115,OMoZytF,8773,A9H43CH,1
1641,6754,zHd2K,3302,9unfL,1
1642,1140,0Q1nW,7278,2BJFM,1
1643,5511,K3eXRO,5133,sJVb0I,1
1644,2822,yvN0,3131,lnQA,0
1645,5353,IVVmmVYX,6923,6YQVg2sz,0
1646,6158,wIsIxqAG,3026,dVXUv9bI,1
1647,8050,zTQp,1494,XFiY,0
1648,7985,k4m8W54,2714,ZyDMTFO,1
1649,7662,NrWnj7,3059,WxpGa9,1
1650,8466,8VYwm,3030,tOXoZ,0
1651,7569,pYKVuk,1204,xiYAJo,0
1652,9723,omjlEn,7934,YyuvcO,0
1653,6985,ggMO3QLe,7600,olWzxiJx,1
1654,2492,6tWzz8,6159,QMVUo1,1
1655,1066,2ERG53,6479,Uh5bWl,0
1656,7874,k7md2,2423,mBFwH,1
1657,7681,zqNR7g,6821,5mqfFc,0
1658,8507,zlTHb,1126,Ael6x,0
1659,5482,3yCwlTvN,7740,9eCrU2sd,0
1660,9727,0d9Zngy3,3580,d02yYQDj,1
1661,6900,jZ6aB,3446,DEAVb,0
1662,3077,dNAzfAr4,7307,X2NmwsE1,0
1663,9664,5mNsC44k,6595,78GkY8O1,0
1664,6441,MLAZMJ,3037,NiYIuL,0
1665,1288,3HJfwr,6539,T0OKPO,0
1666,4465,GZmtkMoV,5850,RlQw5H9v,0
1667,3481,OMfqW2Z,5780,18DCPLE,0
1668,1425,VEWNF,4780,1gmmd,1
1669,1550,SvGlgkFY,6166,4eenA9EB,0
1670,4062,O6xfubmq,8077,GFMYYRXR,0
1671,7141,T6sHsWG,8723,5Ja2faS,1
1672,5004,m7yfF,7480,NNda7,0
1673,2084,dYXy,2708,E4Fv,1
1674,3204,j94dfoT9,7609,xbNVsGEf,1
1675,7079,TknbHEq7,3905,lHokREnC,1
1676,7570,5PRbRE,7336,Tom7I4,1
1677,3938,KVKc,2591,FN3V,1
1678,8031,Lvpa590b,6274,3Ol7avQE,1
1679,7936,thps2,9500,bsmeC,1
1680,6665,Cd4Qq,6706,1dF4u,1
1681,5679,zhw5n,1045,WSm7X,0
1682,2017,k5RX6x,3075,0Gdwiy,0
1683,1709,0akPEPJ,7702,r5Duast,1
1684,4206,f1It,9734,EnnW,1
1685,7107,AQwaRPQ,4789,6eKc5cz,0
1686,4047,t0RX5,9976,vRCKY,0
1687,3071,ge4nDe,7615,ebRHqK,0
1688,7670,jx8SaRW,2155,ZaIXzEw,0
1689,9590,Eqrcv,2220,KxB9i,1
1690,2701,lowG,2685,tHBw,0
1691,3029,3dQn,2596,3khi,1
1692,3533,vPxdWoE,8082,HPOPXCz,1
1693,6149,wdiyY,3089,QHHKe,0
1694,8575,hkj0,3290,ZU0y,1
1695,8667,UYE3WfEO,3285,kRbzTL0X,0
1696,7153,ZoxqMh,7722,FLkrzF,0
1697,7855,L6FmmT,1134,OFI3O9,1
1698,2759,rTM7,6273,a4AV,0
1699,3027,ZwYxCTEr,2219,EE4HY5Xk,0
1700,9035,OX0mkF,3428,fsgeEk,0
1701,7766,cenM,5018,Q2RO,1
1702,7044,fDPR9,4286,zEnP8,0
1703,4471,HKSVM,6268,2UwEx,0
1704,6449,bi3bE,5974,jEjia,1
1705,2863,Bh1CF7,9854,Ha21If,0
1706,4890,Qy1dYi,5693,3dM9wh,0
1707,9816,zkGQU8h,6977,FbsCsTY,0
1708,2213,pNtyyk3,9015,qUeQBqq,1
1709,4327,T0Wwxn,6722,9lvNCU,0
1710,7503,fl12Ndj,9850,V9Ac656,0
1711,9985,c8H8ikT,9124,ZUoxZIG,0
1712,7695,Qkvp6uJ,2536,7DGuc47,1
1713,2458,P6rQBIA,1871,xEpDNIK,1
1714,9764,ugsm,1835,JGl9,0
1715,4063,F3EC,6175,PYc1,0
1716,4189,DOdaiExV,1966,YEZttxLi,0
1717,4826,nhmgQr4,5178,yBjxAB9,1
1718,3996,LxNYFFW,2095,Zmftb4C,1
1719,3094,wEdUp,8305,KyOQ9,0
1720,4304,hWdJNdt,6032,60w0EUx,0
1721,2943,cWvAeI9L,1755,AUrROELZ,1
1722,4312,fCix2ngd,7099,78eZso55,1
1723,3597,DyUe,7724,uySS,0
1724,3904,AxCSoWcC,4237,vtuz3HRA,0
1725,5019,Be1c5,2151,mSaqU,0
1726,9490,J2WGi,8447,jutst,1
1727,3150,MRFn,8207,vdXv,1
1728,7602,QUEh1xve,3365,qcgtT2zx,1
1729,6172,T8KRue95,5923,0eL98kmY,0
1730,9182,yqjC,7892,ayqT,0
1731,6643,6DGy,2457,KTNY,0
1732,5977,7Pom,5430,USI2,0
1733,6338,DB9456m,3835,WbK7LeG,1
1734,3115,9Ze8ac1,8213,Q0c2K2D,1
1735,1963,gHqnl,9212,9oQXa,1
